,link,text,date,No_of_likes,No_of_tweets
115,https://twitter.com/Azimliamele/status/1385929157918474247#m,"Anlaşılan İftar için Katar a resmi ziyaret yapılacak Jumbo jet eşliğinde, ambar kısmına nakit para konulup gelinecek....","Apr 24, 2021 · 12:10 PM UTC",0,0
116,https://twitter.com/PixiedustJtT/status/1385915169956638721#m,"A classic car is driven past a decommissioned British Airways Boeing 747 jumbo jet parked to be used for salvage and parts after the airline retired its whole 747 fleet, at Cotswold Airport, Gloucestershire Credit: REUTERS/Toby Melville","Apr 24, 2021 · 11:15 AM UTC",0,0
117,https://twitter.com/matty_appleby/status/1385910830567510018#m,Didn’t fancy going to the summit due to the pandemic more than happy to fly out on a jumbo jet in ordinary times 🤔😂,"Apr 24, 2021 · 10:57 AM UTC",2,5
118,https://twitter.com/brimac15/status/1385905077878202368#m,How come electric cars are quiet yet electric lawn mowers sound like a jumbo jet continually taking off?,"Apr 24, 2021 · 10:34 AM UTC",11,0
119,https://twitter.com/ClausAbleiter/status/1385890432484356097#m,"A big step forward, the rocket stage with 9 out of 10 engines with the value of a jumbo jet and now also not throwing away the manned spaceship after one use. Elon is a genius, that's a quantum leap.","Apr 24, 2021 · 9:36 AM UTC",1,0
120,https://twitter.com/JohnMphatsoe/status/1385853700296560642#m,You drive a jumbo jet?,"Apr 24, 2021 · 7:10 AM UTC",4,1
121,https://twitter.com/blur_lyrics/status/1385827551873011713#m,"I got my head checked, by a jumbo jet","Apr 24, 2021 · 5:26 AM UTC",1,0
122,https://twitter.com/NavArlesMusic/status/1385791595002404864#m,"...speakers. It's great having their inspirational thoughts, but vocal leading is something & land a jumbo jet into Hong Kong airport, but I will never learn how to do it until I ...do it. So actual workshop time given...","Apr 24, 2021 · 3:03 AM UTC",1,1
123,https://twitter.com/Janamejayan/status/1385780991336357895#m,The emperor spent the whole five years of his first term flying in his jumbo jet to outwit Rajiv Gandhi and this is the result!,"Apr 24, 2021 · 2:21 AM UTC",6,1
124,https://twitter.com/jumbo_jet_joe/status/1385776626097475586#m,事前相談て、許可制でないのに何を相談するんだ？ なにか収益確保のためのいい届出のやり方でも教えてくれるのか？w,"Apr 24, 2021 · 2:04 AM UTC",0,0
125,https://twitter.com/mrnohandle/status/1385734100053635074#m,100% hes a jumbo jet with a brand new set of passengers and bags and crew,"Apr 23, 2021 · 11:15 PM UTC",1,1
126,https://twitter.com/therealmillbill/status/1385719541351653376#m,Thank you @wizkhalifa for this jumbo jet,"Apr 23, 2021 · 10:17 PM UTC",13,0
127,https://twitter.com/ChromeAcer/status/1385716132175237124#m,jumbo jet bus 747,"Apr 23, 2021 · 10:04 PM UTC",0,0
128,https://twitter.com/ChromeAcer/status/1385715825911361537#m,jumbo jet bus 747,"Apr 23, 2021 · 10:02 PM UTC",0,0
129,https://twitter.com/rosetatz15/status/1385697504394498048#m,Jumbo   Jet  MAINE MENDOZA JollyQueen  #MaineMendoza @mainedcm,"Apr 23, 2021 · 8:50 PM UTC",1,0
130,https://twitter.com/lieven_metens/status/1385662589640773642#m,"Er mag een ""lawaaierige"" Jumbo Jet komen aanvliegen in volle landing, die vogels blijven daar rondhangen. Zo veel last hebben die vogels duidelijk niet van ""lawaai"". Ze worden terecht voor de veiligheid verjaagd maar even later doemen ze weer op aan de runways. Strange.","Apr 23, 2021 · 6:31 PM UTC",0,1
131,https://twitter.com/MrsToggit/status/1385651096597762054#m,"Yes!, and it was the size of a jumbo jet I tell ya!!! 😱😱😱","Apr 23, 2021 · 5:45 PM UTC",6,1
132,https://twitter.com/GloriaStellaEc2/status/1385632659976728578#m,"Buenos días, veo una deliciosas chocolata jumbo jet, que la produce una de las empresas del grupo GEA. #GraciasGEA","Apr 23, 2021 · 4:32 PM UTC",2,1
133,https://twitter.com/travturner22/status/1385631635584917505#m,"I had a kid yesterday that slid into home that I described as a ""jumbo jet emergently landing in the ocean"" that had his dugout howling.","Apr 23, 2021 · 4:28 PM UTC",1,0
134,https://twitter.com/Cosmic_Paladin/status/1385629974242029572#m,"must've been a proud moment for the Jumbo Jet, aye! as she went weeeeeeeeeeee","Apr 23, 2021 · 4:21 PM UTC",2,0
135,https://twitter.com/JoshuaGshep/status/1385607168741847044#m,Jumbo jet looking dog XD,"Apr 23, 2021 · 2:51 PM UTC",0,0
136,https://twitter.com/Claustromanic/status/1385587169436135426#m,Why not. Is there an udemy course for becoming a jumbojet pilot? Does this certificate has any value at all other than anyone putting up a hoarding claiming yo be a child counsellor! Please stop this BS.,"Apr 23, 2021 · 1:31 PM UTC",6,0
137,https://twitter.com/ghetto123nm/status/1385583007344496642#m,Has the #IndonesianSubmarine been found? Why do large/huge equipment tend to vanish in #Indonesia ? They never recovered that jumbo jet if iam not mistaken...,"Apr 23, 2021 · 1:15 PM UTC",0,1
138,https://twitter.com/Radio_Gang254/status/1385582071284965384#m,First class ya SGR ama jumbo jet https://invidious.io.lol/cUARn4AyOyE,"Apr 23, 2021 · 1:11 PM UTC",0,0
139,https://twitter.com/samiguacaneme/status/1385566048204820489#m,"De crepes, de los productos ramo: chocoramo, ponque de vino, línea artesanal, de las costillas de cerdo,las morcillas y el desinfectante del d1, de las alitas de hot spot wings y de la jumbo jet","Apr 23, 2021 · 12:07 PM UTC",1,0
140,https://twitter.com/achim_albrecht/status/1385550782448144386#m,Du hast so recht! Jeden Tag stürzt ein Jumbo Jet ab. JEDEN TAG. Da hätten sie mal ihre emphatischen Filmchen machen können. Und diese Aktion hatte aber gar nichts mit berechtigter Kritik zu tun. Nicht so,"Apr 23, 2021 · 11:07 AM UTC",5,0
141,https://twitter.com/Pentagon902/status/1385545560246063105#m,Probably one of the most quotable movies of all time in part because everything sounds better in an English accent.....You could park a fucking jumbo jet in there Tyrone!,"Apr 23, 2021 · 10:46 AM UTC",2,1
142,https://twitter.com/Ivorbigyin11/status/1385536848781619202#m,"What have the banks got to do with climate change?   The irony in people demanding that things change for future generations, is that it won’t stop them going on holiday via jumbo jet or driving a 4x4 for the school run?","Apr 23, 2021 · 10:11 AM UTC",1,0
143,https://twitter.com/makaBAR16321/status/1385481899976630273#m,Jeden Tag stürzt in Deutschland ein Jumbojet ab. #allesdichtmachen wünscht: „Guten Flug und happy Landings!“,"Apr 23, 2021 · 6:33 AM UTC",1,0
144,https://twitter.com/mastracola/status/1385442605358481408#m,"For the longest time I thought the lyrics to Song 2 by Blur were “I got my head checked by Eecham Bochay” or however you would spell my misheard lyrics phonetically, and it turns out it’s “I got my head checked by a jumbo jet”   Thanks Damon Albarn.","Apr 23, 2021 · 3:57 AM UTC",1,0
145,https://twitter.com/susie_margaret/status/1385422183384629248#m,"All of us but not him as he flies around on his personal jumbo jet. Climate change is a control issue.They will continue their lavish lifestyles as we pay high taxes ,power outages homelessness,lost businesses,more riots,lawlessness,high crime,unemployment, government dependence.","Apr 23, 2021 · 2:36 AM UTC",0,0
146,https://twitter.com/lacher_u/status/1385409003778449410#m,"1 Jumbojet durch COVID jeden 2. Tag - 520 Tote  Solange die Menschen nicht verstehen, dass nur 14 Tage, in denen man SELBST niemand anderen ansteckt,  ausreichen COVID zu stoppen, wird nichts besser.  KULTUR ist dazu verdammt, das ALLEN klar machen zu müssen","Apr 23, 2021 · 1:43 AM UTC",0,0
147,https://twitter.com/planchette_the/status/1385408318462644229#m,I picked the least popular answer but come on. A haunted jumbo jet would be terrifying. Small spaces with nowhere to go 😂,"Apr 23, 2021 · 1:40 AM UTC",1,1
148,https://twitter.com/DavidHe84987976/status/1385385314579980293#m,Solar powered jumbo jet!,"Apr 23, 2021 · 12:09 AM UTC",1,0
149,https://twitter.com/rxnelson/status/1385357583024750592#m,"Someone needs to buy a mothballed jumbo jet + make it a restaurant so customers can see a turkey or roast sliced right at their tiny table.   After dinner, there is an “in-flight” film! Who else wants to invest in this venture? We can call it First Class Cabin. Free bubbly, too‼️","Apr 22, 2021 · 10:19 PM UTC",10,1
150,https://twitter.com/mychal_griffin/status/1385354538366947328#m,You played that pitch perfectly. Sod playing on that every week. It's big enough to land a jumbo jet on 😂,"Apr 22, 2021 · 10:07 PM UTC",1,0
151,https://twitter.com/antovsky/status/1385332279094898692#m,"The US is the same but uses either football fields or generic “jumbo jet”. If it is smaller than either of those, it seems like the next stop down is simply “a car” or just boring actual size units.","Apr 22, 2021 · 8:38 PM UTC",1,0
152,https://twitter.com/liikup/status/1385329926778335232#m,3 point turn of a jumbo jet,"Apr 22, 2021 · 8:29 PM UTC",0,0
153,https://twitter.com/carlospinto76/status/1385323934338404354#m,Me hiciste antojar de una Jumbo Jet!!! 🤤🤤🤤,"Apr 22, 2021 · 8:05 PM UTC",1,1
154,https://twitter.com/HuntSongs/status/1385322522552397828#m,Jumbo Jet Lyrics - Tera Mera Saath Rahen #TeraMeraSaathRahen https://huntsongs.com/video/jumbo-jet-song-lyrics-tera-mera-saath-rahen-5921,"Apr 22, 2021 · 8:00 PM UTC",0,0
155,https://twitter.com/LeKurita/status/1385311024291762178#m,105) Umeda Cypher - Big Jumbo Jet （梅田サイファー - ビッグジャンボジェット） [Apr.21]  🎥 https://invidious.io.lol/a6tzA2KFxDk  🎧 https://open.spotify.com/album/0LkuF8sfBiUyOmJcq5sZp9?si=vA_umjUwQxaK0fE58Tf7tg  🍎 https://music.apple.com/jp/album/%E3%83%93%E3%83%83%E3%82%B0%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%9C%E3%82%B8%E3%82%A7%E3%83%83%E3%83%88/1560086889,"Apr 22, 2021 · 7:14 PM UTC",0,1
156,https://twitter.com/trendylefty/status/1385296331699331075#m,Starmer apologists have reached a rather bizarre stage now of claiming that taking a jumbo jet is more environmentally friendly an catching a train. 🤷‍♂️,"Apr 22, 2021 · 6:15 PM UTC",2,0
157,https://twitter.com/RMaudPhotos/status/1385284161339068419#m,"Don’t know about a super moon, is a Jumbo moon close enough? #maudypix #harrogate #starbeck #knaresborough #aviation #aviationphotography #jumbojet #747 #boeing747 #cargolux747 #moon #yorkshire #bluesky https://www.instagram.com/p/CN-gKRKHy-W/?igshid=1ez1lsjajtlwd","Apr 22, 2021 · 5:27 PM UTC",0,0
158,https://twitter.com/vijushah9407gm1/status/1385277988963438592#m,"Yaar bakwaas na kar.. Modiji ko do jumbo jet diye 9000 cr, unke liye central vista banvaya 20000 cr ka, ishtehar ka kharcha uthaya lakhon ka , ab agar vaccine free mein nahin se sakte to phir lanaat hain. Tab phir central government ko koi zaroorat nahin hain","Apr 22, 2021 · 5:03 PM UTC",0,0
159,https://twitter.com/1980MarieH/status/1385258728149168133#m,Haunted Jumbo Jet because it would be something different 😊,"Apr 22, 2021 · 3:46 PM UTC",1,1
160,https://twitter.com/GMLmusic/status/1385251654962978825#m,"Just checked why Tim Roth and Gary Oldman are trending, and the reason is more surreal than my dream last night about sneaking into the centre of a 747 jumbo jet mid flight and being stuck there, wondering around finding secret staircases.","Apr 22, 2021 · 3:18 PM UTC",2,1
161,https://twitter.com/EdwardLien1/status/1385246889826603008#m,It was a long haul to build the concept into the maritime culture. “Bridge resource management” resulted.  Any doubters should read the story of the Canary Island jumbo jet crash involving two loaded 747’s.,"Apr 22, 2021 · 2:59 PM UTC",0,1
162,https://twitter.com/Ivorbigyin11/status/1385239247976910850#m,"Bet his parents have 2 or 3 cars in the drive, along with a holiday or two abroad via jumbo jet? 🤔🙄","Apr 22, 2021 · 2:29 PM UTC",3,1
163,https://twitter.com/littleaimeekins/status/1385222602231328770#m,Amazing mysta can I get on your jumbo jet 🤣,"Apr 22, 2021 · 1:22 PM UTC",2,1
164,https://twitter.com/Elponycosmico/status/1385218453112557568#m,Me acordé cuando compraste la Jumbo jet porque sabías que me gustaba el chocolate y fue como ❤️❤️❤️,"Apr 22, 2021 · 1:06 PM UTC",0,0
165,https://twitter.com/FakePocketsSuck/status/1385201728761565185#m,You think they call it a runway cause the process used to make those dresses cause more carbon pollution than a jumbo jet?,"Apr 22, 2021 · 12:00 PM UTC",3,0
166,https://twitter.com/GristleRobin/status/1385198298991108099#m,"If you've seen the jumbo jet friendly ""towpaths"" elsewhere on the canal systems, you might disagree!","Apr 22, 2021 · 11:46 AM UTC",0,0
167,https://twitter.com/Veritas17159263/status/1385197156882165760#m,"I agree, we weren't impressed with our dyson, few years later we bought a HOOVER & I can tell you it'll suck start a jumbo jet.","Apr 22, 2021 · 11:41 AM UTC",1,0
168,https://twitter.com/jeff_gorrill/status/1385191531838062596#m,They flew here by jumbo jet.,"Apr 22, 2021 · 11:19 AM UTC",1,0
169,https://twitter.com/scaryboicharles/status/1385185761750781955#m,i got my head checked by a jumbo jet,"Apr 22, 2021 · 10:56 AM UTC",1,0
170,https://twitter.com/Chyanne1107/status/1385184895291564034#m,"When Joe Biden takes a 747 jumbo jet 300 miles to Delaware every weekend, I’m no longer worried about MY carbon footprint!","Apr 22, 2021 · 10:53 AM UTC",3,0
171,https://twitter.com/jamz403Radio/status/1385160575731261442#m,Bunji Garlin - Jumbo Jet [Jumbie Jab Riddim] (2016 Trinidad-Grenada Soca) [SMF],"Apr 22, 2021 · 9:16 AM UTC",0,0
172,https://twitter.com/AlchayaGuyo/status/1385111061494435840#m,"This is too much,he is  expanding at a jumbo jet speed","Apr 22, 2021 · 5:59 AM UTC",0,0
173,https://twitter.com/MinisterShoe/status/1385048407388078084#m,Lol who’s up first to get on the electric jumbo jet,"Apr 22, 2021 · 1:50 AM UTC",0,0
174,https://twitter.com/andresdupouy/status/1385013409486413827#m,How does a jumbo jet fly? https://invidious.io.lol/Q6u5QUYKSGs,"Apr 21, 2021 · 11:31 PM UTC",1,0
175,https://twitter.com/kayabay/status/1384938286049804288#m,"Bengi Hanım, her gün bir JUMBO JET düşüyor, herkes ölüyor. Tık yok!","Apr 21, 2021 · 6:33 PM UTC",0,0
176,https://twitter.com/CahitYegenoglu/status/1384931614191390723#m,"Pırpır uçakla başladı, jumbo jet oldu.","Apr 21, 2021 · 6:06 PM UTC",0,0
177,https://twitter.com/smoney1875/status/1384916456777961473#m,Or if a jumbo jet crashed every day somewhere in America and people were just like🤷‍♂️.,"Apr 21, 2021 · 5:06 PM UTC",1,0
178,https://twitter.com/PauloSergioMDC/status/1384914381901901829#m,"Any complete overview of the Jumbo Jet shows $BA to long have masterful conduct in the art of finance. Today's question is about balance.   #IGY1   Viral mutation.  ""3 Points: Boeing’s CFO retires, Martian Kitty Hawk, #COVID19 in India - @TheAirCurrent"" https://theaircurrent.com/three-points/three-points-greg-smith-boeing-cfo-ingenuity-mars-india-covid/","Apr 21, 2021 · 4:58 PM UTC",1,1
179,https://twitter.com/kayabay/status/1384912422222323715#m,Her gün bir jumbo jet düşüyor. Herkes ölüyor. Kimsenin umurunda değil.,"Apr 21, 2021 · 4:50 PM UTC",1,0
180,https://twitter.com/beanzmeanzfartz/status/1384887198663782400#m,Abbi - when the show is over ben will leave your pussy resembling the carnage when a jumbo jet full of passengers flies into the side of a mountain... GUARANTEED!! 🤣🤣🤣 #TippingPoint,"Apr 21, 2021 · 3:10 PM UTC",0,0
181,https://twitter.com/sakino_haka/status/1384876352432754690#m,"Boeing 747 Jumbo Jet Aircraft: Exterior - Boeing 747 Jumbo Jet Aircraft, exterior, approach and touch down. https://sound-effects.bbcrewind.co.uk/search?q=07025064  これたぶんBOACの747-100じゃないかな…今よりもキーンとした音がする","Apr 21, 2021 · 2:27 PM UTC",2,0
182,https://twitter.com/ZERRO_1ngs/status/1384871431746596867#m,"If you want to think a little, you should have realize that   ""a single cell ""  is more complex then  ""a Jumbo Jet "". If a single cell is more complex then a machine "" that created , then surely it cannot exist by chances 'alone"" .","Apr 21, 2021 · 2:07 PM UTC",1,1
